zone	rep	sp	biom
Spi	12	Lsax	0,72
Spi	12	Lsax	0,76
Spi	12	Lsax	0,8
Spi	12	Lsax	0,8
Spi	12	Lsax	1,12
Spi	12	Mono	4,33
Spi	12	Patsp	1,35
Spi	12	Patsp	1,58
Spi	12	Patsp	2,04
Spi	12	Patsp	2,05
Spi	12	Patsp	3,3
Spi	12	Patsp	3,41
Spi	12	Patsp	3,49
Spi	12	Patsp	3,62
Spi	12	Patsp	4,77
Spi	12	Patsp	5,53
Spi	13	Lsax	0,03
Spi	13	Lsax	0,03
Spi	13	Lsax	0,04
Spi	13	Lsax	0,04
Spi	13	Lsax	0,04
Spi	13	Lsax	0,04
Spi	13	Lsax	0,04
Spi	13	Lsax	0,04
Spi	13	Lsax	0,05
Spi	13	Lsax	0,05
Spi	13	Lsax	0,05
Spi	13	Lsax	0,06
Spi	13	Lsax	0,06
Spi	13	Lsax	0,06
Spi	13	Lsax	0,06
Spi	13	Lsax	0,07
Spi	13	Lsax	0,07
Spi	13	Lsax	0,07
Spi	13	Lsax	0,07
Spi	13	Lsax	0,08
Spi	13	Lsax	0,09
Spi	13	Lsax	0,09
Spi	13	Lsax	0,09
Spi	13	Lsax	0,09
Spi	13	Lsax	0,09
Spi	13	Lsax	0,09
Spi	13	Lsax	0,09
Spi	13	Lsax	0,09
Spi	13	Lsax	0,1
Spi	13	Lsax	0,1
Spi	13	Lsax	0,1
Spi	13	Lsax	0,1
Spi	13	Lsax	0,1
Spi	13	Lsax	0,1
Spi	13	Lsax	0,1
Spi	13	Lsax	0,1
Spi	13	Lsax	0,1
Spi	13	Lsax	0,1
Spi	13	Lsax	0,1
Spi	13	Lsax	0,11
Spi	13	Lsax	0,11
Spi	13	Lsax	0,11
Spi	13	Lsax	0,11
Spi	13	Lsax	0,11
Spi	13	Lsax	0,11
Spi	13	Lsax	0,11
Spi	13	Lsax	0,12
Spi	13	Lsax	0,12
Spi	13	Lsax	0,12
Spi	13	Lsax	0,12
Spi	13	Lsax	0,13
Spi	13	Lsax	0,13
Spi	13	Lsax	0,13
Spi	13	Lsax	0,13
Spi	13	Lsax	0,13
Spi	13	Lsax	0,13
Spi	13	Lsax	0,13
Spi	13	Lsax	0,13
Spi	13	Lsax	0,13
Spi	13	Lsax	0,14
Spi	13	Lsax	0,14
Spi	13	Lsax	0,14
Spi	13	Lsax	0,15
Spi	13	Lsax	0,15
Spi	13	Lsax	0,15
Spi	13	Lsax	0,16
Spi	13	Lsax	0,16
Spi	13	Lsax	0,17
Spi	13	Lsax	0,17
Spi	13	Lsax	0,17
Spi	13	Lsax	0,17
Spi	13	Lsax	0,17
Spi	13	Lsax	0,18
Spi	13	Lsax	0,18
Spi	13	Lsax	0,18
Spi	13	Lsax	0,18
Spi	13	Lsax	0,19
Spi	13	Lsax	0,19
Spi	13	Lsax	0,19
Spi	13	Lsax	0,19
Spi	13	Lsax	0,2
Spi	13	Lsax	0,2
Spi	13	Lsax	0,2
Spi	13	Lsax	0,2
Spi	13	Lsax	0,2
Spi	13	Lsax	0,21
Spi	13	Lsax	0,21
Spi	13	Lsax	0,21
Spi	13	Lsax	0,21
Spi	13	Lsax	0,21
Spi	13	Lsax	0,22
Spi	13	Lsax	0,22
Spi	13	Lsax	0,22
Spi	13	Lsax	0,24
Spi	13	Lsax	0,24
Spi	13	Lsax	0,24
Spi	13	Lsax	0,24
Spi	13	Lsax	0,25
Spi	13	Lsax	0,26
Spi	13	Lsax	0,26
Spi	13	Lsax	0,26
Spi	13	Lsax	0,28
Spi	13	Lsax	0,28
Spi	13	Lsax	0,28
Spi	13	Lsax	0,29
Spi	13	Lsax	0,3
Spi	13	Lsax	0,31
Spi	13	Lsax	0,31
Spi	13	Lsax	0,31
Spi	13	Lsax	0,32
Spi	13	Lsax	0,32
Spi	13	Lsax	0,33
Spi	13	Lsax	0,35
Spi	13	Lsax	0,35
Spi	13	Lsax	0,36
Spi	13	Lsax	0,36
Spi	13	Lsax	0,38
Spi	13	Lsax	0,42
Spi	13	Lsax	0,43
Spi	13	Lsax	0,5
Spi	13	Lsax	0,52
Spi	13	Lsax	0,52
Spi	13	Lsax	0,56
Spi	13	Lsax	0,57
Spi	13	Lsax	0,59
Spi	13	Lsax	0,6
Spi	13	Lsax	0,6
Spi	13	Lsax	0,67
Spi	13	Lsax	0,87
Spi	13	Lsax	0,96
Spi	13	Patsp	0,98
Spi	13	Patsp	1,09
Spi	13	Patsp	1,15
Spi	13	Patsp	1,65
Spi	13	Patsp	2,83
Spi	14	Gumb	0,63
Spi	14	Gumb	0,71
Spi	14	Gumb	0,76
Spi	14	Gumb	0,79
Spi	14	Gumb	0,83
Spi	14	Gumb	0,87
Spi	14	Gumb	0,89
Spi	14	Gumb	0,9
Spi	14	Gumb	0,91
Spi	14	Gumb	0,92
Spi	14	Gumb	0,92
Spi	14	Gumb	0,93
Spi	14	Gumb	0,99
Spi	14	Gumb	1,01
Spi	14	Gumb	1,01
Spi	14	Gumb	1,01
Spi	14	Gumb	1,02
Spi	14	Gumb	1,03
Spi	14	Gumb	1,07
Spi	14	Gumb	1,08
Spi	14	Gumb	1,09
Spi	14	Gumb	1,13
Spi	14	Gumb	1,13
Spi	14	Gumb	1,14
Spi	14	Gumb	1,19
Spi	14	Gumb	1,21
Spi	14	Gumb	1,28
Spi	14	Lrea	0,61
Spi	14	Lrea	1,69
Spi	14	Lrea	1,99
Spi	14	Lrea	2,35
Spi	14	Lrea	2,84
Spi	14	Lrea	2,99
Spi	14	Lrea	3,9
Spi	14	Lsax	0,08
Spi	14	Lsax	0,25
Spi	14	Lsax	0,25
Spi	14	Lsax	0,38
Spi	14	Lsax	0,48
Spi	14	Lsax	0,55
Spi	14	Lsax	0,64
Spi	14	Lsax	0,67
Spi	14	Lsax	0,69
Spi	14	Lsax	0,84
Spi	14	Lsax	0,93
Spi	14	Mono	4,92
Spi	14	Mono	6,35
Spi	14	Patsp	1,31
Spi	14	Patsp	3,21
Spi	14	Patsp	3,22
Spi	14	Patsp	3,43
Spi	14	Patsp	3,74
Spi	14	Patsp	7,79
Ves	1	Gumb	0,43
Ves	1	Gumb	0,49
Ves	1	Gumb	0,52
Ves	1	Gumb	0,53
Ves	1	Gumb	0,53
Ves	1	Gumb	0,55
Ves	1	Gumb	0,57
Ves	1	Gumb	0,65
Ves	1	Gumb	0,67
Ves	1	Gumb	0,7
Ves	1	Gumb	0,7
Ves	1	Gumb	0,71
Ves	1	Gumb	0,73
Ves	1	Gumb	0,73
Ves	1	Gumb	0,76
Ves	1	Gumb	0,78
Ves	1	Gumb	0,84
Ves	1	Gumb	0,95
Ves	1	Lralis	1,18
Ves	1	Lrea	1,13
Ves	1	Lrea	1,38
Ves	1	Lrea	1,51
Ves	1	Lrea	1,51
Ves	1	Lrea	1,64
Ves	1	Lrea	1,64
Ves	1	Lrea	1,65
Ves	1	Lrea	1,66
Ves	1	Lrea	1,68
Ves	1	Lrea	1,76
Ves	1	Lrea	1,8
Ves	1	Lrea	1,86
Ves	1	Lrea	1,88
Ves	1	Lrea	1,89
Ves	1	Lrea	1,93
Ves	1	Lrea	1,93
Ves	1	Lrea	1,93
Ves	1	Lrea	1,96
Ves	1	Lrea	2,06
Ves	1	Lrea	2,06
Ves	1	Lrea	2,07
Ves	1	Lrea	2,07
Ves	1	Lrea	2,1
Ves	1	Lrea	2,11
Ves	1	Lrea	2,13
Ves	1	Lrea	2,19
Ves	1	Lrea	2,25
Ves	1	Lrea	2,27
Ves	1	Lrea	2,27
Ves	1	Lrea	2,3
Ves	1	Lrea	2,34
Ves	1	Lrea	2,35
Ves	1	Lrea	2,36
Ves	1	Lrea	2,37
Ves	1	Lrea	2,43
Ves	1	Lrea	2,49
Ves	1	Lrea	2,52
Ves	1	Lrea	2,58
Ves	1	Lrea	2,66
Ves	1	Lrea	2,86
Ves	1	Lrea	3,06
Ves	1	Lrea	3,38
Ves	1	Mono	2,22
Ves	1	Neap	2,26
Ves	1	Patsp	0,75
Ves	1	Patsp	1,56
Ves	1	Patsp	3,59
Ves	2	Gumb	0,01
Ves	2	Gumb	0,01
Ves	2	Gumb	0,01
Ves	2	Gumb	0,1
Ves	2	Gumb	0,16
Ves	2	Gumb	0,17
Ves	2	Gumb	0,27
Ves	2	Gumb	0,42
Ves	2	Gumb	0,43
Ves	2	Gumb	0,48
Ves	2	Gumb	0,5
Ves	2	Gumb	0,51
Ves	2	Gumb	0,53
Ves	2	Gumb	0,54
Ves	2	Gumb	0,64
Ves	2	Gumb	0,72
Ves	2	Gumb	0,74
Ves	2	Lrea	1,28
Ves	2	Lrea	1,29
Ves	2	Lrea	1,45
Ves	2	Lrea	1,47
Ves	2	Lrea	1,47
Ves	2	Lrea	1,51
Ves	2	Lrea	1,68
Ves	2	Lrea	1,7
Ves	2	Lrea	1,72
Ves	2	Lrea	1,76
Ves	2	Lrea	1,82
Ves	2	Lrea	1,82
Ves	2	Lrea	1,84
Ves	2	Lrea	1,86
Ves	2	Lrea	1,9
Ves	2	Lrea	1,94
Ves	2	Lrea	1,99
Ves	2	Lrea	2,02
Ves	2	Lrea	2,09
Ves	2	Lrea	2,09
Ves	2	Lrea	2,13
Ves	2	Lrea	2,17
Ves	2	Lrea	2,19
Ves	2	Lrea	2,2
Ves	2	Lrea	2,21
Ves	2	Lrea	2,27
Ves	2	Lrea	2,32
Ves	2	Lrea	2,35
Ves	2	Lrea	2,46
Ves	2	Lrea	2,67
Ves	2	Nlap	3,39
Ves	2	Patsp	0,33
Ves	2	Patsp	1,51
Ves	2	Patsp	2,33
Ves	2	Patsp	4,96
Ves	2	Patsp	4,98
Ves	2	Patsp	5,35
Ves	2	Patsp	5,92
Ves	2	Patsp	8,36
Ves	3	Gcin	0,75
Ves	3	Gumb	0,07
Ves	3	Gumb	0,1
Ves	3	Gumb	0,41
Ves	3	Gumb	0,52
Ves	3	Lralis	1,08
Ves	3	Lralis	1,1
Ves	3	Lrea	0,6
Ves	3	Lrea	0,73
Ves	3	Lrea	1,51
Ves	3	Lrea	1,6
Ves	3	Lrea	1,71
Ves	3	Lrea	1,76
Ves	3	Lrea	2
Ves	3	Lrea	2,01
Ves	3	Lrea	2,04
Ves	3	Lrea	2,07
Ves	3	Lrea	2,07
Ves	3	Lrea	2,08
Ves	3	Lrea	2,16
Ves	3	Lrea	2,17
Ves	3	Lrea	2,21
Ves	3	Lrea	2,26
Ves	3	Lrea	2,3
Ves	3	Lrea	2,3
Ves	3	Lrea	2,34
Ves	3	Lrea	2,4
Ves	3	Lrea	2,4
Ves	3	Lrea	2,42
Ves	3	Lrea	2,49
Ves	3	Lrea	3,6
Ves	3	Nlap	2,22
Ves	3	Nlap	3,34
Ves	3	Nlap	4,44
Ves	3	Patsp	0,79
Ves	3	Patsp	2,94
Ves	3	Patsp	3,6
Ves	3	Patsp	4,2
Ves	3	Patsp	4,54
Ves	3	Patsp	5,22
Ves	3	Patsp	5,92
Ves	4	Gumb	0,17
Ves	4	Gumb	0,19
Ves	4	Gumb	0,2
Ves	4	Gumb	0,25
Ves	4	Gumb	0,3
Ves	4	Gumb	0,32
Ves	4	Gumb	0,34
Ves	4	Gumb	0,35
Ves	4	Gumb	0,35
Ves	4	Gumb	0,36
Ves	4	Gumb	0,4
Ves	4	Gumb	0,41
Ves	4	Gumb	0,41
Ves	4	Gumb	0,41
Ves	4	Gumb	0,41
Ves	4	Gumb	0,41
Ves	4	Gumb	0,44
Ves	4	Gumb	0,44
Ves	4	Gumb	0,45
Ves	4	Gumb	0,46
Ves	4	Gumb	0,46
Ves	4	Gumb	0,46
Ves	4	Gumb	0,46
Ves	4	Gumb	0,46
Ves	4	Gumb	0,47
Ves	4	Gumb	0,48
Ves	4	Gumb	0,48
Ves	4	Gumb	0,48
Ves	4	Gumb	0,48
Ves	4	Gumb	0,48
Ves	4	Gumb	0,49
Ves	4	Gumb	0,49
Ves	4	Gumb	0,5
Ves	4	Gumb	0,5
Ves	4	Gumb	0,5
Ves	4	Gumb	0,5
Ves	4	Gumb	0,5
Ves	4	Gumb	0,5
Ves	4	Gumb	0,5
Ves	4	Gumb	0,51
Ves	4	Gumb	0,51
Ves	4	Gumb	0,51
Ves	4	Gumb	0,51
Ves	4	Gumb	0,51
Ves	4	Gumb	0,51
Ves	4	Gumb	0,51
Ves	4	Gumb	0,51
Ves	4	Gumb	0,52
Ves	4	Gumb	0,52
Ves	4	Gumb	0,52
Ves	4	Gumb	0,52
Ves	4	Gumb	0,52
Ves	4	Gumb	0,53
Ves	4	Gumb	0,53
Ves	4	Gumb	0,55
Ves	4	Gumb	0,55
Ves	4	Gumb	0,56
Ves	4	Gumb	0,56
Ves	4	Gumb	0,57
Ves	4	Gumb	0,57
Ves	4	Gumb	0,57
Ves	4	Gumb	0,58
Ves	4	Gumb	0,58
Ves	4	Gumb	0,58
Ves	4	Gumb	0,58
Ves	4	Gumb	0,58
Ves	4	Gumb	0,58
Ves	4	Gumb	0,59
Ves	4	Gumb	0,59
Ves	4	Gumb	0,59
Ves	4	Gumb	0,59
Ves	4	Gumb	0,6
Ves	4	Gumb	0,6
Ves	4	Gumb	0,6
Ves	4	Gumb	0,61
Ves	4	Gumb	0,61
Ves	4	Gumb	0,62
Ves	4	Gumb	0,62
Ves	4	Gumb	0,62
Ves	4	Gumb	0,62
Ves	4	Gumb	0,63
Ves	4	Gumb	0,63
Ves	4	Gumb	0,63
Ves	4	Gumb	0,63
Ves	4	Gumb	0,66
Ves	4	Gumb	0,67
Ves	4	Gumb	0,67
Ves	4	Gumb	0,68
Ves	4	Gumb	0,68
Ves	4	Gumb	0,69
Ves	4	Gumb	0,69
Ves	4	Gumb	0,7
Ves	4	Gumb	0,72
Ves	4	Gumb	0,74
Ves	4	Gumb	0,74
Ves	4	Gumb	0,76
Ves	4	Gumb	0,76
Ves	4	Gumb	0,77
Ves	4	Gumb	0,78
Ves	4	Gumb	0,8
Ves	4	Gumb	0,8
Ves	4	Lralis	1,19
Ves	4	Lralis	1,19
Ves	4	Lralis	1,33
Ves	4	Lralis	1,33
Ves	4	Lrea	0,52
Ves	4	Lrea	1,33
Ves	4	Lrea	1,34
Ves	4	Lrea	1,57
Ves	4	Lrea	1,65
Ves	4	Lrea	1,69
Ves	4	Lrea	1,7
Ves	4	Lrea	1,7
Ves	4	Lrea	1,77
Ves	4	Lrea	1,77
Ves	4	Lrea	1,83
Ves	4	Lrea	1,84
Ves	4	Lrea	1,84
Ves	4	Lrea	1,86
Ves	4	Lrea	1,93
Ves	4	Lrea	2,01
Ves	4	Lrea	2,02
Ves	4	Lrea	2,03
Ves	4	Lrea	2,13
Ves	4	Lrea	2,14
Ves	4	Lrea	2,17
Ves	4	Lrea	2,18
Ves	4	Lrea	2,19
Ves	4	Lrea	2,22
Ves	4	Lrea	2,22
Ves	4	Lrea	2,22
Ves	4	Lrea	2,29
Ves	4	Lrea	2,29
Ves	4	Lrea	2,33
Ves	4	Lrea	2,35
Ves	4	Lrea	2,48
Ves	4	Lrea	2,51
Ves	4	Lrea	2,52
Ves	4	Lrea	2,54
Ves	4	Lrea	2,58
Ves	4	Lrea	2,58
Ves	4	Lrea	2,89
Ves	4	Lrea	2,9
Ves	4	Lrea	3,82
Ves	4	Patsp	0,05
Ves	4	Patsp	0,13
Ves	4	Patsp	0,13
Ves	4	Patsp	0,49
Ves	4	Patsp	0,88
Ves	4	Patsp	1,29
Ves	4	Patsp	3,25
Ves	4	Patsp	3,95
Ves	5	Gumb	0,11
Ves	5	Gumb	0,21
Ves	5	Gumb	0,3
Ves	5	Gumb	0,35
Ves	5	Gumb	0,35
Ves	5	Gumb	0,36
Ves	5	Gumb	0,38
Ves	5	Gumb	0,4
Ves	5	Gumb	0,42
Ves	5	Gumb	0,42
Ves	5	Gumb	0,43
Ves	5	Gumb	0,44
Ves	5	Gumb	0,44
Ves	5	Gumb	0,44
Ves	5	Gumb	0,45
Ves	5	Gumb	0,48
Ves	5	Gumb	0,48
Ves	5	Gumb	0,48
Ves	5	Gumb	0,5
Ves	5	Gumb	0,51
Ves	5	Gumb	0,51
Ves	5	Gumb	0,51
Ves	5	Gumb	0,51
Ves	5	Gumb	0,52
Ves	5	Gumb	0,52
Ves	5	Gumb	0,53
Ves	5	Gumb	0,54
Ves	5	Gumb	0,55
Ves	5	Gumb	0,55
Ves	5	Gumb	0,56
Ves	5	Gumb	0,56
Ves	5	Gumb	0,57
Ves	5	Gumb	0,58
Ves	5	Gumb	0,58
Ves	5	Gumb	0,58
Ves	5	Gumb	0,59
Ves	5	Gumb	0,63
Ves	5	Gumb	0,64
Ves	5	Gumb	0,65
Ves	5	Gumb	0,66
Ves	5	Gumb	0,67
Ves	5	Gumb	0,67
Ves	5	Lralis	0,41
Ves	5	Lralis	0,53
Ves	5	Lralis	0,89
Ves	5	Lralis	0,93
Ves	5	Lralis	0,99
Ves	5	Lralis	1,02
Ves	5	Lralis	1,16
Ves	5	Lralis	1,3
Ves	5	Lrea	0,94
Ves	5	Lrea	1
Ves	5	Lrea	1,08
Ves	5	Lrea	1,33
Ves	5	Lrea	1,37
Ves	5	Lrea	1,41
Ves	5	Lrea	1,42
Ves	5	Lrea	1,42
Ves	5	Lrea	1,43
Ves	5	Lrea	1,44
Ves	5	Lrea	1,44
Ves	5	Lrea	1,45
Ves	5	Lrea	1,48
Ves	5	Lrea	1,51
Ves	5	Lrea	1,53
Ves	5	Lrea	1,56
Ves	5	Lrea	1,61
Ves	5	Lrea	1,62
Ves	5	Lrea	1,63
Ves	5	Lrea	1,64
Ves	5	Lrea	1,7
Ves	5	Lrea	1,71
Ves	5	Lrea	1,77
Ves	5	Lrea	1,8
Ves	5	Lrea	1,83
Ves	5	Lrea	1,84
Ves	5	Lrea	1,84
Ves	5	Lrea	1,86
Ves	5	Lrea	1,86
Ves	5	Lrea	1,91
Ves	5	Lrea	1,91
Ves	5	Lrea	1,97
Ves	5	Lrea	2,04
Ves	5	Lrea	2,05
Ves	5	Lrea	2,08
Ves	5	Lrea	2,16
Ves	5	Lrea	2,25
Ves	5	Lrea	2,29
Ves	5	Lrea	2,34
Ves	5	Lrea	2,35
Ves	5	Lrea	2,4
Ves	5	Lrea	2,7
Ves	5	Patsp	1,15
Ves	5	Patsp	2,29
Ves	5	Patsp	2,86
Ves	5	Patsp	2,92
Ves	5	Patsp	3,15
Ves	5	Patsp	3,99
Ves	5	Patsp	7,48
Ves	6	Lrea	1
Ves	6	Lrea	1,58
Ves	6	Lrea	2,09
Ves	6	Lrea	2,43
Ves	6	Lrea	2,52
Ves	6	Lrea	3,62
Ves	6	Nlap	1,75
Ves	6	Nlap	2,55
Ves	6	Nlap	2,67
Ves	6	Nlap	3,47
Ves	6	Nlap	4,37
Ves	6	Nlap	6,11
Ves	6	Patsp	3
Ves	6	Patsp	5,18
Ves	6	Patsp	28,8
Ves	7	Gumb	0,01
Ves	7	Gumb	0,05
Ves	7	Gumb	0,24
Ves	7	Gumb	0,33
Ves	7	Gumb	0,36
Ves	7	Gumb	0,42
Ves	7	Gumb	0,45
Ves	7	Gumb	0,48
Ves	7	Gumb	0,49
Ves	7	Gumb	0,49
Ves	7	Gumb	0,5
Ves	7	Gumb	0,51
Ves	7	Gumb	0,53
Ves	7	Gumb	0,64
Ves	7	Gumb	0,65
Ves	7	Gumb	0,76
Ves	7	Gumb	0,81
Ves	7	Lralis	1,01
Ves	7	Lralis	1,33
Ves	7	Lralis	1,34
Ves	7	Lralis	1,64
Ves	7	Lrea	1,03
Ves	7	Lrea	1,2
Ves	7	Lrea	1,22
Ves	7	Lrea	1,35
Ves	7	Lrea	1,44
Ves	7	Lrea	1,45
Ves	7	Lrea	1,46
Ves	7	Lrea	1,47
Ves	7	Lrea	1,47
Ves	7	Lrea	1,49
Ves	7	Lrea	1,52
Ves	7	Lrea	1,53
Ves	7	Lrea	1,54
Ves	7	Lrea	1,55
Ves	7	Lrea	1,56
Ves	7	Lrea	1,57
Ves	7	Lrea	1,59
Ves	7	Lrea	1,62
Ves	7	Lrea	1,65
Ves	7	Lrea	1,67
Ves	7	Lrea	1,7
Ves	7	Lrea	1,73
Ves	7	Lrea	1,74
Ves	7	Lrea	1,77
Ves	7	Lrea	1,77
Ves	7	Lrea	1,78
Ves	7	Lrea	1,9
Ves	7	Lrea	1,9
Ves	7	Lrea	1,9
Ves	7	Lrea	1,91
Ves	7	Lrea	1,91
Ves	7	Lrea	1,91
Ves	7	Lrea	1,92
Ves	7	Lrea	1,96
Ves	7	Lrea	1,96
Ves	7	Lrea	1,97
Ves	7	Lrea	2,03
Ves	7	Lrea	2,04
Ves	7	Lrea	2,08
Ves	7	Lrea	2,09
Ves	7	Lrea	2,13
Ves	7	Lrea	2,17
Ves	7	Lrea	2,18
Ves	7	Lrea	2,2
Ves	7	Lrea	2,3
Ves	7	Lrea	2,36
Ves	7	Lrea	2,37
Ves	7	Lrea	2,58
Ves	7	Patsp	0,04
Ves	7	Patsp	0,99
Ves	7	Patsp	2,63
Ves	7	Patsp	5,23
Ves	7	Patsp	5,99
Ves	7	Patsp	6,03
Ves	7	Patsp	6,32
Ves	7	Patsp	7,45
Ves	8	Gumb	0,31
Ves	8	Gumb	0,33
Ves	8	Gumb	0,34
Ves	8	Gumb	0,4
Ves	8	Gumb	0,41
Ves	8	Gumb	0,42
Ves	8	Gumb	0,43
Ves	8	Gumb	0,43
Ves	8	Gumb	0,43
Ves	8	Gumb	0,47
Ves	8	Gumb	0,49
Ves	8	Gumb	0,53
Ves	8	Gumb	0,55
Ves	8	Gumb	0,55
Ves	8	Gumb	0,61
Ves	8	Gumb	0,65
Ves	8	Lralis	0,99
Ves	8	Lralis	1,08
Ves	8	Lrea	0,08
Ves	8	Lrea	0,77
Ves	8	Lrea	1,22
Ves	8	Lrea	1,3
Ves	8	Lrea	1,35
Ves	8	Lrea	1,38
Ves	8	Lrea	1,4
Ves	8	Lrea	1,4
Ves	8	Lrea	1,44
Ves	8	Lrea	1,44
Ves	8	Lrea	1,48
Ves	8	Lrea	1,51
Ves	8	Lrea	1,52
Ves	8	Lrea	1,53
Ves	8	Lrea	1,54
Ves	8	Lrea	1,54
Ves	8	Lrea	1,55
Ves	8	Lrea	1,55
Ves	8	Lrea	1,56
Ves	8	Lrea	1,57
Ves	8	Lrea	1,58
